127.0.0.1 - - [25/Sep/2016:21:19:46 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:20:09 +0800] "GET /BFoa/web/imgs/icos/zhgl.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:20:11 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:22:12 +0800] "GET /BFoa/web/page/emp/employeeManage.jsp HTTP/1.1" 200 7719
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:22:12 +0800] "GET /BFoa/web/js/jquery-1.4.2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:22:12 +0800] "GET /BFoa/web/imgs/button_normal.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:22:18 +0800] "GET /BFoa/web/imgs/button_hover.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:29:19 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:31:07 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:31:07 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:31:07 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:31:07 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:31:30 +0800] "GET /BFoa/web/page/emp/employeeManager.jsp HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:32:13 +0800] "GET /BFoa/web/page/emp/employeeManage.jsp HTTP/1.1" 200 8036
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:34:44 +0800] "GET /BFoa/web/page/dep/addDepartment.jsp HTTP/1.1" 200 4776
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:34:44 +0800] "GET /BFoa/web/css/mainstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:34:44 +0800] "GET /BFoa/web/css/page.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:34:44 +0800] "GET /BFoa/web/imgs/accountbar.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:34:51 +0800] "GET /BFoa/?page=3 HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:34:51 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:34:51 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:34:51 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:35:02 +0800] "POST /BFoa/bfdep/dep_addDep.action HTTP/1.1" 200 563
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:35:19 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:35:19 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:35:19 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:35:19 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:35:43 +0800] "GET /BFoa/web/page/dep/departmentManage.jsp HTTP/1.1" 500 3463
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:36:53 +0800] "GET /BFoa/web/page/dep/findByPage.jsp HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:38:47 +0800] "GET /BFoa/web/page/dep/departmentManage.jsp HTTP/1.1" 500 3977
0:0:0:0:0:0:0:1 - - [25/Sep/2016:21:39:13 +0800] "GET /BFoa/web/page/dep/findByPage.jsp HTTP/1.1" 200 2281
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:30:45 +0800] "GET /BFoa/web/ HTTP/1.1" 404 1118
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:30:54 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:30:54 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:30:54 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:30:54 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:32:06 +0800] "GET /BFoa/web/imgs/lcgl_choose.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:33:03 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:33:03 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:33:03 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:33:03 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:33:07 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:33:07 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:36:17 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:36:18 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:36:18 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:36:18 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:36:25 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:39:12 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:39:12 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:39:12 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:39:12 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:40:08 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:40:08 +0800] "GET /BFoa/web/js/mainjs.js HTTP/1.1" 200 5258
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:40:41 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:40:41 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:40:41 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:40:41 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:41:07 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:41:07 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:41:07 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:41:07 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:41:13 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:41:13 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:41:13 +0800] "GET /BFoa/web/js/mainjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:13 +0800] "GET /BFoa/ HTTP/1.1" 200 1110
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:13 +0800] "GET /BFoa/web/page/main/main_top.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:13 +0800] "GET /BFoa/web/page/main/main_left.jsp HTTP/1.1" 200 3288
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:13 +0800] "GET /BFoa/web/page/main/main_right.jsp HTTP/1.1" 200 1405
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:14 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:14 +0800] "GET /BFoa/web/page/main/main_right_zzgl.jsp HTTP/1.1" 200 2768
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:14 +0800] "GET /BFoa/web/js/mainjs.js HTTP/1.1" 200 5253
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/bfdep/dep_showTree.action HTTP/1.1" 200 5690
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/css/dtree.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/js/mainjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/js/dtree.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/imgs/img/plus.gif HTTP/1.1" 200 89
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/imgs/img/joinbottom.gif HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/imgs/img/base.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/imgs/img/join.gif HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/imgs/img/folder.gif HTTP/1.1" 200 372
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/imgs/img/line.gif HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:20 +0800] "GET /BFoa/web/imgs/img/page.gif HTTP/1.1" 200 582
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:50:28 +0800] "GET /BFoa/bfemp/emp.action HTTP/1.1" 500 22321
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:07 +0800] "GET /BFoa/bfdep/dep_showTree.action HTTP/1.1" 200 5690
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:07 +0800] "GET /BFoa/web/js/mainjs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:36 +0800] "GET /BFoa/web/imgs/lcgl_choose.jpg HTTP/1.1" 200 15026
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:38 +0800] "GET /BFoa/bfdep/dep_showTree.action HTTP/1.1" 200 5690
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:38 +0800] "GET /BFoa/web/css/reset.css HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:38 +0800] "GET /BFoa/web/css/dtree.css HTTP/1.1" 200 795
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:38 +0800] "GET /BFoa/web/css/mainstyle.css HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:38 +0800] "GET /BFoa/web/js/jquery-1.4.2.js HTTP/1.1" 200 163855
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:38 +0800] "GET /BFoa/web/js/mainjs.js HTTP/1.1" 200 5253
0:0:0:0:0:0:0:1 - - [25/Sep/2016:22:51:38 +0800] "GET /BFoa/web/js/dtree.js HTTP/1.1" 200 12538
0:0:0:0:0:0:0:1 - - [25/Sep/2016:23:15:15 +0800] "GET /BFoa/web/imgs/img/folderopen.gif HTTP/1.1" 200 376
0:0:0:0:0:0:0:1 - - [25/Sep/2016:23:15:15 +0800] "GET /BFoa/web/imgs/img/minus.gif HTTP/1.1" 200 86
